,ubigeo,prop_es_jefe,prop_es_mujer,prop_en_pareja,prop_edu_superior,prop_edu_basica,prop_alfabetizacion_funcional,prop_lengua_materna_nativa,prop_tic_uso_internet,prop_tic_celular_propio,prop_salud_enfermedad_cronica,prop_tiene_limitacion,prop_tiene_seguro,media_edad
751,130403,0.25,1.0,0.3333333333333333,0.38127214888304606,0.6187278511169539,1.0,0.0,0.9419482320154763,0.939318130060078,0.5833333333333334,0.0,1.0,49.75
752,130501,0.19306827441023602,1.0,0.806931725589764,0.13637803648024444,0.8636219635197556,0.926859579124644,0.0,0.8645113469684329,0.9371626578882506,0.5544546195281889,0.19306827441023602,0.9158409646461416,44.524645919136354
753,130502,0.25,1.0,0.75,0.0,0.9315759145262283,0.9315759145262283,0.0,1.0,0.8144718544196541,0.75,0.125,1.0,51.25
754,130503,0.4,1.0,0.6,0.0,0.6236328581517012,0.5539948698883436,0.0,0.599329331306187,0.6273249509490885,0.8,0.29377564423267244,0.9062243557673276,68.41826275957922
755,130504,0.1111111111111111,1.0,0.6666666666666666,0.0,0.9374968788234833,0.9374968788234833,0.0,1.0,0.8181384399073569,0.3333333333333333,0.0,1.0,47.55555555555556
756,130601,0.2193928284454134,1.0,0.6917668624294916,0.330384780919898,0.6112186881640199,0.9450293174714557,0.0,0.7637698734192845,0.9069244810381569,0.7388949613593632,0.08613236475777095,1.0,51.32125100441053
757,130602,0.1517881393203323,1.0,0.7723177910195015,0.07397676119594522,0.8781918167197442,0.7309618370377501,0.0,1.0,0.6075924746610314,0.781248787482691,0.0,1.0,55.18751212517309
758,130605,0.14285714285714285,1.0,0.8571428571428571,0.2973452466309225,0.7026547533690776,0.8966263102814781,0.0,0.761104053371761,0.9280007691096637,0.2857142857142857,0.0,1.0,49.714285714285715
759,130608,0.25,1.0,0.875,0.0,0.6834113535699572,0.5623688705579202,0.0,0.5,0.8109849072852353,0.375,0.25,1.0,50.75
760,130611,0.5,1.0,0.5,0.0,0.7608683476501982,0.7083029914719147,0.0,1.0,0.8719633464945611,0.375,0.0,1.0,38.625
761,130613,0.0,1.0,0.8571428571428571,0.20293148498773803,0.797068515012262,1.0,0.0,1.0,0.8291221733864771,0.0,0.0,0.8571428571428571,42.285714285714285
762,130614,0.22228467670126825,1.0,0.6601264383825417,0.05922680972597781,0.922629399534162,0.9175200607777315,0.0,0.8874064453225976,0.5730275728881811,0.5422565083106445,0.14330745907938408,1.0,50.73114584497934
763,130701,0.2340685061870431,1.0,0.5609402300850196,0.8480503879511918,0.1519496120488082,1.0,0.0,0.9820275785206227,1.0,0.7562390796599217,0.10249563186396865,1.0,46.682820690255056
764,130702,0.3649454418114029,1.0,0.5338235451143085,0.24968617750732766,0.6477992086755969,0.9309041945327715,0.0,0.8878870685738575,0.8766847604765597,0.8071236218762144,0.03805687764563215,0.9786209826111705,50.983995438704774
765,130703,0.1111111111111111,1.0,0.6666666666666666,0.12864364725641084,0.7805034377277631,0.909147084984174,0.0,0.8860962739740468,0.6769481972424317,0.8888888888888888,0.0,1.0,34.333333333333336
766,130704,0.24895269454592742,1.0,0.3978902101790135,0.4713234905866755,0.5058189328217272,0.9459656801576611,0.0,0.9240961258434751,0.9553063362353501,0.7280624924401926,0.05699826357756599,0.965986549436314,50.069942478669496
767,130705,0.12522358219434956,1.0,0.43559955134802875,0.33795414605031865,0.45028666245577736,0.8310113858738222,0.0,0.8715061348141707,0.8873748613664534,0.6914126884011174,0.18515238695932962,0.9382825376802235,46.77726825103135
768,130801,0.3,1.0,0.5,0.10842807303175954,0.6554303329456893,0.45492225782916607,0.0,1.0,0.23752348578261395,0.4,0.1,0.9,41.0
769,130802,0.09937871433761412,1.0,0.5962722860256847,0.12762657142902412,0.8723734285709759,0.8580021696052991,0.0,0.8778655116174525,0.8436086803542094,0.48446785844035295,0.13974878657063294,1.0,44.3011211089262
770,130803,0.2857142857142857,1.0,0.8571428571428571,0.29914920006646956,0.7008507999335305,1.0,0.0,0.8736532210836869,1.0,0.5714285714285714,0.0,1.0,41.714285714285715
771,130808,0.1901429976803799,1.0,0.625,0.23111270804455075,0.6287368853725127,0.7958086628557653,0.0,0.8219362165919155,0.7525048550276837,0.4947140046392402,0.0,1.0,41.45444276571837
772,130809,0.1986762132010564,1.0,0.6953635640460646,0.11770669143383194,0.7428698983974469,0.8605765898312789,0.06462673741283563,0.805647137629111,0.9401642072730615,0.5430453460690968,0.04635799522408869,1.0,38.0265075575552
773,130811,0.5,1.0,0.5,0.0,0.828389773813492,0.2362453775334499,0.0,0.0,1.0,1.0,0.0,1.0,63.25
774,130901,0.2471660029443618,1.0,0.48276523292031115,0.3225407112877688,0.5872381316313843,0.9023111399716716,0.0,0.7888269784569575,0.9072027245309103,0.4488174671203472,0.018419315457233645,0.9394826486244436,41.96039316675533
775,130902,0.27775939977150776,1.0,0.6108721970296008,0.0,0.8278898679058906,0.5410328113581264,0.0,0.8400518194393968,0.6707860706875969,0.38945860708325947,0.16705260479833706,1.0,48.61186460936818
776,130903,0.1111111111111111,1.0,0.7777777777777778,0.0,0.7543622934501738,0.6792217725194736,0.0,0.5850870254428409,0.7543622934501738,0.4444444444444444,0.1111111111111111,1.0,45.22222222222222
777,130904,0.125,1.0,0.625,0.0,0.6613347496072818,0.6613347496072818,0.0,1.0,0.3223792837499193,0.375,0.0,0.75,56.625
778,130905,0.0,1.0,0.875,0.0,0.9144267384069552,0.5734888601262632,0.0,1.0,0.4500679873560399,0.375,0.0,1.0,41.25
779,130906,0.09090909090909091,1.0,0.6363636363636364,0.0,0.8548559962498645,0.8548559962498645,0.0,0.0,0.9181564146270605,0.18181818181818182,0.0,1.0,35.45454545454545
780,130907,0.5,1.0,0.6,0.0,0.949391606396967,0.949391606396967,0.0,0.8979027919239756,0.7755887363968021,0.3,0.0,1.0,35.3
